uniqueid,country,year,location_type,cellphone_access,gender_of_respondent,relationship_with_head,marital_status,education_level,job_type,household_size,age_of_respondent,bank_account
uniqueid_5814,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Informally employed,6,34,0
uniqueid_5815,Rwanda,2016,Rural,No,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing,8,39,0
uniqueid_5816,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Informally employed,8,42,0
uniqueid_5817,Rwanda,2016,Urban,Yes,Male,Head of Household,Married/Living together,Secondary education,Formally employed Private,4,35,0
uniqueid_5818,Rwanda,2016,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,6,39,0
uniqueid_5819,Rwanda,2016,Rural,Yes,Male,Child,Single/Never Married,Secondary education,Farming and Fishing,12,25,1
uniqueid_5820,Rwanda,2016,Rural,Yes,Female,Head of Household,Divorced/Seperated,Primary education,Informally employed,5,42,0
uniqueid_5821,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,Secondary education,Informally employed,3,49,0
uniqueid_5822,Rwanda,2016,Rural,No,Female,Head of Household,Single/Never Married,Primary education,Informally employed,1,48,0
uniqueid_5823,Rwanda,2016,Rural,No,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing,5,54,0
uniqueid_5824,Rwanda,2016,Urban,Yes,Female,Head of Household,Single/Never Married,No formal education,Informally employed,3,21,0
uniqueid_5825,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Informally employed,4,22,1
uniqueid_5826,Rwanda,2016,Rural,Yes,Female,Head of Household,Married/Living together,Primary education,Farming and Fishing,2,59,0
uniqueid_5827,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,3,21,0
uniqueid_5828,Rwanda,2016,Rural,No,Female,Head of Household,Widowed,Primary education,Farming and Fishing,2,50,0
uniqueid_5829,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,3,64,0
uniqueid_5830,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Remittance Dependent,6,28,1
uniqueid_5831,Rwanda,2016,Urban,Yes,Male,Head of Household,Married/Living together,Tertiary education,Formally employed Government,4,37,1
uniqueid_5832,Rwanda,2016,Rural,No,Female,Head of Household,Widowed,Primary education,Informally employed,2,42,0
uniqueid_5833,Rwanda,2016,Rural,No,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing,2,70,0
uniqueid_5834,Rwanda,2016,Urban,Yes,Female,Head of Household,Widowed,Primary education,Farming and Fishing,3,63,1
uniqueid_5835,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,No formal education,Farming and Fishing,7,45,0
uniqueid_5836,Rwanda,2016,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,3,69,0
uniqueid_5837,Rwanda,2016,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,2,31,0
uniqueid_5838,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,No formal education,Farming and Fishing,8,41,0
uniqueid_5839,Rwanda,2016,Rural,Yes,Female,Child,Single/Never Married,Secondary education,Remittance Dependent,7,21,0
uniqueid_5840,Rwanda,2016,Rural,Yes,Male,Head of Household,Divorced/Seperated,Primary education,Farming and Fishing,1,34,0
uniqueid_5841,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,5,56,0
uniqueid_5842,Rwanda,2016,Rural,Yes,Male,Head of Household,Married/Living together,Secondary education,Other Income,6,43,0
uniqueid_5843,Rwanda,2016,Rural,No,Female,Head of Household,Married/Living together,Primary education,Informally employed,2,46,0
uniqueid_5844,Rwanda,2016,Urban,Yes,Female,Other relative,Single/Never Married,Tertiary education,Formally employed Government,3,27,1
uniqueid_5845,Rwanda,2016,Rural,No,Male,Child,Single/Never Married,No formal education,Informally employed,5,27,0
uniqueid_5846,Rwanda,2016,Urban,Yes,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,3,26,0
uniqueid_5847,Rwanda,2016,Urban,Yes,Male,Child,Single/Never Married,Secondary education,Remittance Dependent,3,24,1
uniqueid_5848,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Self employed,8,36,0
uniqueid_5849,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,5,27,0
uniqueid_5850,Rwanda,2016,Rural,Yes,Female,Head of Household,Single/Never Married,Primary education,Farming and Fishing,1,51,0
uniqueid_5851,Rwanda,2016,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,4,24,0
uniqueid_5852,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,No formal education,Informally employed,7,55,0
uniqueid_5853,Rwanda,2016,Rural,No,Female,Head of Household,Widowed,No formal education,Farming and Fishing,4,37,0
uniqueid_5854,Rwanda,2016,Urban,Yes,Male,Child,Single/Never Married,Secondary education,Informally employed,8,21,1
uniqueid_5855,Rwanda,2016,Rural,No,Female,Child,Single/Never Married,Primary education,Remittance Dependent,5,16,0
uniqueid_5856,Rwanda,2016,Rural,Yes,Female,Head of Household,Widowed,No formal education,Informally employed,5,36,0
uniqueid_5857,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,6,28,0
uniqueid_5858,Rwanda,2016,Rural,Yes,Female,Head of Household,Widowed,Primary education,Farming and Fishing,2,56,0
uniqueid_5859,Rwanda,2016,Urban,Yes,Female,Spouse,Married/Living together,Secondary education,Self employed,5,30,0
uniqueid_5860,Rwanda,2016,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Informally employed,5,38,0
uniqueid_5861,Rwanda,2016,Rural,Yes,Female,Parent,Single/Never Married,No formal education,Informally employed,3,41,0
uniqueid_5862,Rwanda,2016,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,5,63,0
uniqueid_5863,Rwanda,2016,Urban,Yes,Female,Spouse,Married/Living together,Primary education,Self employed,3,27,0
uniqueid_5864,Rwanda,2016,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,5,34,0
uniqueid_5865,Rwanda,2016,Rural,Yes,Male,Head of Household,Divorced/Seperated,Secondary education,Informally employed,3,56,0
uniqueid_5866,Rwanda,2016,Rural,Yes,Female,Head of Household,Widowed,Primary education,Farming and Fishing,2,59,0
uniqueid_5867,Rwanda,2016,Rural,Yes,Female,Child,Single/Never Married,Secondary education,Remittance Dependent,7,21,0
uniqueid_5868,Rwanda,2016,Rural,No,Male,Head of Household,Married/Living together,No formal education,Informally employed,3,27,0
uniqueid_5869,Rwanda,2016,Urban,Yes,Male,Head of Household,Divorced/Seperated,No formal education,Farming and Fishing,1,50,0
uniqueid_5870,Rwanda,2016,Urban,Yes,Female,Child,Single/Never Married,Secondary education,Farming and Fishing,3,17,0
uniqueid_5871,Rwanda,2016,Rural,Yes,Female,Child,Single/Never Married,Secondary education,Remittance Dependent,8,17,0
uniqueid_5872,Rwanda,2016,Urban,No,Female,Head of Household,Widowed,Primary education,Other Income,6,77,0
uniqueid_5873,Rwanda,2016,Rural,No,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,6,33,0
uniqueid_5874,Rwanda,2016,Rural,Yes,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing,5,64,0
uniqueid_5875,Rwanda,2016,Rural,Yes,Male,Head of Household,Married/Living together,No formal education,Self employed,5,47,0
uniqueid_5876,Rwanda,2016,Urban,Yes,Male,Child,Single/Never Married,Primary education,Informally employed,5,16,0
uniqueid_5877,Rwanda,2016,Urban,Yes,Female,Child,Single/Never Married,Primary education,Informally employed,5,22,0
uniqueid_5878,Rwanda,2016,Rural,Yes,Female,Head of Household,Widowed,Secondary education,Farming and Fishing,2,51,0
uniqueid_5879,Rwanda,2016,Urban,Yes,Female,Child,Single/Never Married,Secondary education,Informally employed,9,18,1
uniqueid_5880,Rwanda,2016,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,3,27,0
uniqueid_5881,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,4,24,0
uniqueid_5882,Rwanda,2016,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Informally employed,4,28,0
uniqueid_5883,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,Vocational/Specialised training,Self employed,7,44,0
uniqueid_5884,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,No formal education,Informally employed,5,60,0
uniqueid_5885,Rwanda,2016,Rural,Yes,Male,Child,Single/Never Married,Secondary education,Informally employed,8,18,0
uniqueid_5886,Rwanda,2016,Urban,Yes,Female,Child,Single/Never Married,Primary education,Informally employed,3,29,0
uniqueid_5887,Rwanda,2016,Urban,Yes,Female,Spouse,Married/Living together,Secondary education,Remittance Dependent,3,31,1
uniqueid_5888,Rwanda,2016,Rural,No,Female,Child,Single/Never Married,Primary education,Informally employed,5,20,0
uniqueid_5889,Rwanda,2016,Urban,Yes,Female,Head of Household,Single/Never Married,Primary education,Informally employed,3,25,0
uniqueid_5890,Rwanda,2016,Urban,Yes,Female,Spouse,Married/Living together,Primary education,Self employed,4,28,0
uniqueid_5891,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,No formal education,Remittance Dependent,5,60,0
uniqueid_5892,Rwanda,2016,Rural,Yes,Male,Parent,Single/Never Married,Primary education,Farming and Fishing,5,17,0
uniqueid_5893,Rwanda,2016,Rural,Yes,Female,Child,Single/Never Married,Primary education,Farming and Fishing,5,30,0
uniqueid_5894,Rwanda,2016,Rural,No,Female,Head of Household,Widowed,No formal education,Informally employed,2,50,0
uniqueid_5895,Rwanda,2016,Rural,Yes,Female,Child,Single/Never Married,Primary education,Informally employed,5,20,0
uniqueid_5896,Rwanda,2016,Rural,Yes,Male,Parent,Single/Never Married,Primary education,Informally employed,7,17,0
uniqueid_5897,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,4,27,0
uniqueid_5898,Rwanda,2016,Rural,No,Female,Child,Single/Never Married,Secondary education,Remittance Dependent,7,18,0
uniqueid_5899,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing,7,40,0
uniqueid_5900,Rwanda,2016,Rural,Yes,Male,Head of Household,Widowed,No formal education,Farming and Fishing,1,75,0
uniqueid_5901,Rwanda,2016,Rural,Yes,Male,Head of Household,Widowed,No formal education,Farming and Fishing,1,67,0
uniqueid_5902,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,2,22,0
uniqueid_5903,Rwanda,2016,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,3,56,1
uniqueid_5904,Rwanda,2016,Rural,Yes,Male,Child,Single/Never Married,Secondary education,Informally employed,8,19,0
uniqueid_5905,Rwanda,2016,Rural,No,Male,Spouse,Married/Living together,No formal education,Informally employed,7,44,0
uniqueid_5906,Rwanda,2016,Rural,No,Female,Spouse,Married/Living together,Primary education,Informally employed,6,32,0
uniqueid_5907,Rwanda,2016,Rural,Yes,Female,Head of Household,Widowed,No formal education,Informally employed,3,53,0
uniqueid_5908,Rwanda,2016,Urban,Yes,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,6,33,0
uniqueid_5909,Rwanda,2016,Rural,Yes,Female,Head of Household,Single/Never Married,Primary education,Farming and Fishing,3,35,0
uniqueid_5910,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Informally employed,5,31,0
uniqueid_5911,Rwanda,2016,Rural,Yes,Female,Child,Single/Never Married,Secondary education,Farming and Fishing,6,23,0
uniqueid_5912,Rwanda,2016,Rural,Yes,Male,Child,Single/Never Married,Primary education,Informally employed,6,20,0
uniqueid_5913,Rwanda,2016,Rural,Yes,Male,Head of Household,Single/Never Married,Primary education,Informally employed,1,61,0
uniqueid_5914,Rwanda,2016,Urban,Yes,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,3,27,0
uniqueid_5915,Rwanda,2016,Urban,Yes,Female,Child,Single/Never Married,Secondary education,Remittance Dependent,6,21,1
uniqueid_5916,Rwanda,2016,Rural,Yes,Female,Head of Household,Single/Never Married,Primary education,Informally employed,2,23,0
uniqueid_5917,Rwanda,2016,Urban,Yes,Female,Other relative,Single/Never Married,Primary education,Informally employed,2,17,0
uniqueid_5918,Rwanda,2016,Rural,No,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,4,23,0
uniqueid_5919,Rwanda,2016,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,5,33,0
uniqueid_5920,Rwanda,2016,Rural,Yes,Female,Head of Household,Married/Living together,Primary education,Formally employed Private,3,31,0
uniqueid_5921,Rwanda,2016,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,3,24,0
uniqueid_5922,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Informally employed,2,25,0
uniqueid_5923,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,6,45,0
uniqueid_5924,Rwanda,2016,Rural,Yes,Female,Head of Household,Widowed,Primary education,Informally employed,4,42,0
uniqueid_5925,Rwanda,2016,Urban,Yes,Female,Parent,Single/Never Married,Secondary education,Farming and Fishing,2,18,0
uniqueid_5926,Rwanda,2016,Rural,No,Female,Head of Household,Divorced/Seperated,Primary education,Informally employed,3,42,0
uniqueid_5927,Rwanda,2016,Rural,Yes,Male,Head of Household,Married/Living together,Secondary education,Self employed,5,37,0
uniqueid_5928,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,5,41,1
uniqueid_5929,Rwanda,2016,Rural,Yes,Male,Parent,Single/Never Married,Secondary education,Remittance Dependent,8,17,0
uniqueid_5930,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,3,55,0
uniqueid_5931,Rwanda,2016,Urban,Yes,Female,Other non-relatives,Single/Never Married,Primary education,Formally employed Private,8,18,0
uniqueid_5932,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing,7,42,1
uniqueid_5933,Rwanda,2016,Rural,No,Male,Head of Household,Married/Living together,Primary education,Informally employed,6,42,0
uniqueid_5934,Rwanda,2016,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Other Income,7,40,0
uniqueid_5935,Rwanda,2016,Rural,No,Female,Head of Household,Married/Living together,Primary education,Informally employed,4,35,0
uniqueid_5936,Rwanda,2016,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Other Income,4,32,0
uniqueid_5937,Rwanda,2016,Urban,Yes,Female,Other relative,Single/Never Married,Secondary education,Remittance Dependent,5,16,0
uniqueid_5938,Rwanda,2016,Urban,Yes,Female,Parent,Widowed,No formal education,Self employed,6,70,0
uniqueid_5939,Rwanda,2016,Rural,No,Female,Child,Single/Never Married,Primary education,Informally employed,3,20,0
uniqueid_5940,Rwanda,2016,Rural,No,Female,Head of Household,Divorced/Seperated,No formal education,Farming and Fishing,3,43,0
uniqueid_5941,Rwanda,2016,Rural,No,Male,Head of Household,Married/Living together,No formal education,Other Income,3,81,0
uniqueid_5942,Rwanda,2016,Rural,Yes,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing,6,66,0
uniqueid_5943,Rwanda,2016,Rural,Yes,Male,Head of Household,Widowed,Primary education,Informally employed,1,57,0
uniqueid_5944,Rwanda,2016,Rural,Yes,Male,Head of Household,Married/Living together,Secondary education,Self employed,7,42,0
uniqueid_5945,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Informally employed,3,35,0
uniqueid_5946,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,4,27,0
uniqueid_5947,Rwanda,2016,Rural,Yes,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing,6,54,0
uniqueid_5948,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,No formal education,Farming and Fishing,4,67,0
uniqueid_5949,Rwanda,2016,Rural,Yes,Male,Head of Household,Divorced/Seperated,Primary education,Farming and Fishing,2,41,0
uniqueid_5950,Rwanda,2016,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,4,33,0
uniqueid_5951,Rwanda,2016,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Informally employed,4,27,0
uniqueid_5952,Rwanda,2016,Rural,No,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,6,37,0
uniqueid_5953,Rwanda,2016,Urban,Yes,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,6,30,1
uniqueid_5954,Rwanda,2016,Rural,Yes,Female,Head of Household,Widowed,Primary education,Informally employed,6,46,0
uniqueid_5955,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,No formal education,Farming and Fishing,3,79,0
uniqueid_5956,Rwanda,2016,Rural,No,Female,Spouse,Married/Living together,No formal education,Farming and Fishing,2,55,0
uniqueid_5957,Rwanda,2016,Rural,No,Female,Spouse,Married/Living together,No formal education,Farming and Fishing,4,28,0
uniqueid_5958,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,6,41,0
uniqueid_5959,Rwanda,2016,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,3,83,0
uniqueid_5960,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Informally employed,5,31,0
uniqueid_5961,Rwanda,2016,Rural,No,Female,Head of Household,Widowed,No formal education,Farming and Fishing,4,79,0
uniqueid_5962,Rwanda,2016,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Remittance Dependent,3,74,0
uniqueid_5963,Rwanda,2016,Urban,Yes,Female,Head of Household,Divorced/Seperated,Secondary education,Self employed,6,43,1
uniqueid_5964,Rwanda,2016,Rural,Yes,Female,Child,Divorced/Seperated,Primary education,Informally employed,3,24,0
uniqueid_5965,Rwanda,2016,Rural,Yes,Female,Other relative,Single/Never Married,Secondary education,Farming and Fishing,5,30,0
uniqueid_5966,Rwanda,2016,Urban,Yes,Female,Other non-relatives,Single/Never Married,Primary education,Informally employed,7,18,0
uniqueid_5967,Rwanda,2016,Rural,Yes,Female,Parent,Single/Never Married,Primary education,Self employed,6,25,0
uniqueid_5968,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,3,25,1
uniqueid_5969,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,6,61,0
uniqueid_5970,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,6,55,0
uniqueid_5971,Rwanda,2016,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,5,39,0
uniqueid_5972,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Self employed,5,36,0
uniqueid_5973,Rwanda,2016,Urban,No,Female,Spouse,Married/Living together,Primary education,Informally employed,6,28,0
uniqueid_5974,Rwanda,2016,Urban,Yes,Female,Spouse,Married/Living together,Primary education,Informally employed,3,29,0
uniqueid_5975,Rwanda,2016,Rural,Yes,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing,6,42,0
uniqueid_5976,Rwanda,2016,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,3,27,0
uniqueid_5977,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Informally employed,4,32,0
uniqueid_5978,Rwanda,2016,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Informally employed,5,56,0
uniqueid_5979,Rwanda,2016,Rural,No,Female,Spouse,Married/Living together,Primary education,Informally employed,4,33,0
uniqueid_5980,Rwanda,2016,Rural,Yes,Male,Head of Household,Married/Living together,No formal education,Other Income,4,28,0
uniqueid_5981,Rwanda,2016,Rural,Yes,Male,Other relative,Single/Never Married,Vocational/Specialised training,Informally employed,3,22,0
uniqueid_5982,Rwanda,2016,Rural,Yes,Female,Child,Divorced/Seperated,Primary education,Informally employed,6,35,0
uniqueid_5983,Rwanda,2016,Rural,Yes,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing,7,56,1
uniqueid_5984,Rwanda,2016,Urban,Yes,Female,Head of Household,Widowed,Secondary education,Remittance Dependent,4,47,0
uniqueid_5985,Rwanda,2016,Rural,No,Female,Head of Household,Divorced/Seperated,Primary education,Other Income,2,40,0
uniqueid_5986,Rwanda,2016,Rural,Yes,Female,Head of Household,Married/Living together,Primary education,Farming and Fishing,5,30,0
uniqueid_5987,Rwanda,2016,Rural,Yes,Male,Head of Household,Married/Living together,No formal education,Informally employed,7,57,0
uniqueid_5988,Rwanda,2016,Rural,Yes,Female,Child,Single/Never Married,Secondary education,Informally employed,5,19,0
uniqueid_5989,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Informally employed,3,32,0
uniqueid_5990,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,4,29,0
uniqueid_5991,Rwanda,2016,Rural,Yes,Female,Head of Household,Widowed,No formal education,Informally employed,3,56,0
uniqueid_5992,Rwanda,2016,Rural,Yes,Female,Head of Household,Widowed,Primary education,Farming and Fishing,8,37,0
uniqueid_5993,Rwanda,2016,Rural,Yes,Male,Spouse,Married/Living together,Primary education,Farming and Fishing,4,33,0
uniqueid_5994,Rwanda,2016,Rural,Yes,Female,Child,Single/Never Married,Secondary education,Informally employed,6,18,1
uniqueid_5995,Rwanda,2016,Urban,Yes,Female,Spouse,Married/Living together,Primary education,Other Income,6,55,1
uniqueid_5996,Rwanda,2016,Urban,Yes,Female,Child,Single/Never Married,Secondary education,Informally employed,8,23,0
uniqueid_5997,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing,5,30,0
uniqueid_5998,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,No formal education,Farming and Fishing,4,33,0
uniqueid_5999,Rwanda,2016,Urban,Yes,Male,Child,Single/Never Married,Primary education,Informally employed,6,29,1
uniqueid_6000,Rwanda,2016,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,3,50,1
uniqueid_6001,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Informally employed,6,37,0
uniqueid_6002,Rwanda,2016,Rural,Yes,Male,Head of Household,Divorced/Seperated,No formal education,Other Income,1,36,0
uniqueid_6003,Rwanda,2016,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Informally employed,6,45,0
uniqueid_6004,Rwanda,2016,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,6,49,0
uniqueid_6005,Rwanda,2016,Urban,Yes,Female,Other non-relatives,Single/Never Married,Primary education,Informally employed,7,24,0
uniqueid_6006,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing,3,22,0
uniqueid_6007,Rwanda,2016,Rural,No,Male,Head of Household,Married/Living together,No formal education,Remittance Dependent,2,71,0
uniqueid_6008,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,3,50,0
uniqueid_6009,Rwanda,2016,Rural,No,Female,Child,Single/Never Married,Primary education,Informally employed,6,23,0
uniqueid_6010,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,6,41,0
uniqueid_6011,Rwanda,2016,Rural,No,Female,Spouse,Married/Living together,No formal education,Farming and Fishing,3,47,0
uniqueid_6012,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,7,59,0
uniqueid_6013,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing,4,49,0
uniqueid_6014,Rwanda,2016,Urban,Yes,Female,Child,Single/Never Married,Secondary education,Remittance Dependent,2,22,0
uniqueid_6015,Rwanda,2016,Rural,Yes,Female,Head of Household,Divorced/Seperated,Primary education,Farming and Fishing,3,59,0
uniqueid_6016,Rwanda,2016,Rural,Yes,Female,Child,Single/Never Married,Secondary education,Farming and Fishing,8,19,0
uniqueid_6017,Rwanda,2016,Rural,Yes,Male,Head of Household,Divorced/Seperated,Primary education,Dont Know/Refuse to answer,3,44,0
uniqueid_6018,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Informally employed,3,24,0
uniqueid_6019,Rwanda,2016,Rural,No,Male,Child,Single/Never Married,Primary education,Informally employed,5,17,0
uniqueid_6020,Rwanda,2016,Urban,Yes,Female,Child,Single/Never Married,Secondary education,Remittance Dependent,4,19,0
uniqueid_6021,Rwanda,2016,Urban,Yes,Male,Other non-relatives,Single/Never Married,Primary education,Informally employed,7,18,0
uniqueid_6022,Rwanda,2016,Urban,Yes,Female,Spouse,Married/Living together,Tertiary education,Farming and Fishing,3,27,1
uniqueid_6023,Rwanda,2016,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,5,53,0
uniqueid_6024,Rwanda,2016,Rural,Yes,Male,Child,Single/Never Married,Secondary education,Farming and Fishing,11,20,0
uniqueid_6025,Rwanda,2016,Rural,Yes,Male,Head of Household,Single/Never Married,No formal education,Farming and Fishing,1,42,0
uniqueid_6026,Rwanda,2016,Urban,Yes,Female,Spouse,Divorced/Seperated,Secondary education,Informally employed,3,18,0
uniqueid_6027,Rwanda,2016,Rural,Yes,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing,3,62,0
uniqueid_6028,Rwanda,2016,Rural,Yes,Female,Child,Single/Never Married,Primary education,Dont Know/Refuse to answer,6,16,0
uniqueid_6029,Rwanda,2016,Rural,No,Male,Head of Household,Married/Living together,No formal education,Informally employed,3,28,0
uniqueid_6030,Rwanda,2016,Rural,No,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,6,35,0
uniqueid_6031,Rwanda,2016,Rural,No,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,5,42,0
uniqueid_6032,Rwanda,2016,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Informally employed,6,31,0
uniqueid_6033,Rwanda,2016,Rural,Yes,Female,Child,Single/Never Married,Primary education,Informally employed,8,21,0
uniqueid_6034,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Self employed,8,35,0
uniqueid_6035,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Self employed,5,35,0
uniqueid_6036,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Informally employed,4,34,0
uniqueid_6037,Rwanda,2016,Urban,Yes,Male,Child,Single/Never Married,Primary education,Remittance Dependent,5,19,1
uniqueid_6038,Rwanda,2016,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Informally employed,7,64,0
uniqueid_6039,Rwanda,2016,Rural,Yes,Female,Head of Household,Widowed,No formal education,Farming and Fishing,1,62,0
uniqueid_6040,Rwanda,2016,Rural,Yes,Female,Head of Household,Widowed,No formal education,Farming and Fishing,3,53,0
uniqueid_6041,Rwanda,2016,Rural,No,Female,Spouse,Married/Living together,No formal education,Informally employed,6,31,0
uniqueid_6042,Rwanda,2016,Urban,No,Female,Child,Married/Living together,Primary education,Informally employed,2,30,0
uniqueid_6043,Rwanda,2016,Rural,No,Female,Head of Household,Widowed,No formal education,Informally employed,2,65,0
uniqueid_6044,Rwanda,2016,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,4,38,1
uniqueid_6045,Rwanda,2016,Rural,Yes,Female,Spouse,Married/Living together,No formal education,Informally employed,4,28,0
